customer_id,first_name,last_name,age,gender,postal_code,email,phone_number,membership_status,total_spending,average_order_value,frequency,preferred_category,churned,join_date,last_purchased
408,Emma,Weber,41,U,69007,EMMAWEBER@HOTMAIL.COM,33475097128,BASIC,320.07,40.01,8,PASTRIES,False,10/11/1919 12:05,
412,Sophie,Harris,47,F,69002,Sophie.harris@mail.com,33533208425,GOLD,362.18,10.35,35,PASTRIES,True,19/06/1984 9:56,
414,Chloé,Adams,65,U,69007,cadams@gmail.com,33494310803,GOLD,581.92,26.45,22,TARTE,True,,
419,Mia,Anderson,31,F,69002,Mia_anderson@icloud.com,33146926463,BASIC,66.82,4.77,14,,True,18/03/2021 9:37,
442,Mason,Baker,57,M,69006,Mbaker@yahoo.com,33604434496,BASIC,970.96,26.97,36,,False,,
446,Isabella,Thomas,27,M,69001,ISABELLA_THOMAS@WEB.DE,33514707661,GOLD,440.29,2841.42,22,,True,24/08/2022 11:33,
456,Ava,Schmidt,30,M,69001,AVASCHMIDT@GMX.DE,33663278125,BASIC,665.43,15.84,42,TARTE,False,26/06/2022 13:55,
459,Finn,Dubois,32,M,69001,finn.dubois@yahoo.com,33618113717,GOLD,893.53,19.86,45,PASTRIES,False,12/09/2023 13:47,
470,Sophie,Hall,20,F,69007,sophieh@outlook.com,33910960574,GOLD,537.54,10.97,49,BREAD,True,03/07/1955 15:23,
480,William,Thompson,55,F,69007,Williamthompson@free.fr,+161 (465)-462-7185,GOLD,384.49,54.93,7,,False,03/08/2022 11:44,
494,Ethan,Moore,45,M,69003,Ethanm@web.de,33307936652,BASIC,413.61,17.23,24,MACARON,False,07/05/2022 11:47,
498,Finn,Taylor,44,M,69003,finn_taylor@mail.com,33282139662,SILVER,441.02,73.5,6,MACARON,False,19/11/2055 13:23,
504,Charlotte,Rodriguez,34,F,69001,crodriguez@hotmail.com,33124348499,GOLD,600.58,33.37,18,,False,19/03/2023 10:51,
515,Oliver,Richard,29,M,69001,oliverr@icloud.com,33154157596,BASIC,711.33,711.33,1,MACARON,True,25/12/2021 11:52,
517,Hugo,Meyer,29,M,69002,Hugomeyer@mail.com,33416303295,GOLD,782.74,195.69,4,,False,03/03/1900 16:38,
520,Mason,Hall,43,M,69001,MASON_HALL@YAHOO.COM,,BASIC,903.28,21.01,43,BREAD,False,28/03/2023 15:23,
528,Olivia,Becker,54,M,69001,Olivia_becker@mail.com,33227589032,GOLD,498.94,12.17,41,,False,,
543,Charlotte,Schulz,70,M,69002,CHARLOTTE_SCHULZ@GMX.DE,+4713815145712,SILVER,862.49,19.17,45,,False,10/05/2021 13:53,
544,Paul,Moore,31,F,69003,Paul.moore@orange.fr,33117780675,BASIC,425.54,22.4,19,,False,19/06/2025 11:14,
545,Benjamin,Wright,55,U,69003,benjamin_wright@hotmail.com,33911668547,BASIC,932.17,40.53,23,BREAD,True,10/02/2021 14:52,
550,Alexander,Green,46,M,69001,alexander_green@hotmail.com,0,SILVER,75.92,10.85,7,MACARON,True,11/01/2064 11:03,
554,Oliver,Rodriguez,57,F,69007,Oliver_rodriguez@hotmail.com,33839271720,GOLD,238,8.21,29,BREAD,False,29/06/1952 13:33,
558,William,Weber,24,M,69002,Wweber@web.de,33629435515,GOLD,59.25,1.23,48,MACARON,False,02/07/2049 10:06,
566,Sophia,Garcia,53,U,69003,SOPHIAG@ORANGE.FR,+914 (898)-823-8872,GOLD,934.33,30.14,31,PASTRIES,True,04/09/2021 10:42,
574,Amélie,Müller,58,U,69002,améliemüller@protonmail.com,33728930419,BASIC,522.63,2558.84,29,TARTE,False,20/06/2022 11:56,
575,Mia,Schneider,36,F,69002,mia_schneider@gmail.com,33174951491,BASIC,790.14,87.79,9,MACARON,False,07/02/2013 9:09,
588,Alexander,Petit,64,F,69002,ALEXANDER_PETIT@FREE.FR,0,BASIC,800.95,160.19,5,BREAD,True,23/09/2015 13:46,
589,Thomas,Wilson,56,M,69002,THOMASW@WEB.DE,33972699785,BASIC,455.09,13.38,34,MACARON,False,19/11/2071 16:02,
594,Hugo,Wright,54,U,69002,HWRIGHT@MAIL.COM,+582 (436)-908-5893,SILVER,610.38,46.95,13,,True,24/11/2019 9:23,
598,Jack,Wagner,70,F,69003,jack_wagner@wanadoo.fr,33281763152,GOLD,702.48,41.32,17,TARTE,False,11/12/2021 9:13,
604,Sophia,Allen,40,M,69003,Sophiaallen@yahoo.com,33405935074,BASIC,209.62,4.37,48,BREAD,True,25/03/2021 11:25,
611,Ava,Harris,69,F,69002,ava_harris@web.de,33604261701,SILVER,950.81,20.67,46,TARTE,False,03/08/2021 11:32,
619,James,Hall,45,F,69007,JAMESHALL@YANDEX.COM,33687493667,SILVER,736.95,56.69,13,TARTE,False,03/08/2018 15:16,
623,Amelia,Schneider,29,M,69002,ASCHNEIDER@YANDEX.COM,33360552945,BASIC,261.72,7.7,34,MACARON,False,07/10/2021 10:09,
633,Liam,Brown,48,F,69001,liamb@orange.fr,33821472932,BASIC,423.19,105.8,4,PASTRIES,True,18/04/2023 14:53,
636,Jack,Clark,67,M,69002,Jackc@yahoo.com,33530356260,GOLD,906905.8,14.86,34,MACARON,True,01/02/2022 12:20,
641,Leon,Schulz,64,F,69007,Leons@yandex.com,33640370353,GOLD,527873.6,26.73,11,MACARON,False,11/07/2021 14:33,
655,Harry,Leroy,62,F,69001,Harryleroy@free.fr,33681392515,GOLD,424.03,13.25,32,MACARON,False,31/12/2022 12:29,
658,Charlotte,Miller,30,M,69007,CHARLOTTEM@HOTMAIL.COM,33441696435,GOLD,549.09,10.98,50,PASTRIES,True,07/12/2021 11:59,
663,Lukas,Garcia,45,F,69003,LUKASG@YANDEX.COM,33586677379,SILVER,573251.2,14.52,22,,True,07/08/1939 11:02,
672,William,Schneider,49,M,69006,Williams@outlook.com,33901246652,GOLD,427.06,11.24,38,PASTRIES,False,18/09/2014 13:46,
673,Mason,Robert,28,F,69001,Masonr@yahoo.com,4+,GOLD,713.13,20.97,34,PASTRIES,False,23/04/2025 13:37,
675,Noah,Becker,23,M,69002,Noah_becker@yandex.com,2,SILVER,575.07,4536.9,18,MACARON,True,08/04/2022 9:40,
677,Isabella,Thompson,38,M,69003,isabella_thompson@yandex.com,33158142555,SILVER,406.91,50.86,8,,True,04/05/2047 10:01,
684,Chloé,Young,54,M,69006,Chloéyoung@gmail.com,33214678146,BASIC,352.08,8,44,PASTRIES,False,19/12/2021 9:43,
708,Hugo,Harris,32,F,69002,Hugo_harris@gmail.com,33570318383,SILVER,464.18,21.1,22,BREAD,False,15/06/2022 16:56,
719,Olivia,Martin,30,M,69002,oliviam@gmx.de,+957 (261)-800-1752,GOLD,218.42,36.4,6,BREAD,False,30/11/2035 11:01,
722,Chloé,Robert,39,F,69001,crobert@wanadoo.fr,33651023832,BASIC,209243.15,752.6,22,MACARON,False,27/08/2013 15:23,
725,Ava,Martinez,45,M,69002,AVA_MARTINEZ@YAHOO.COM,33571410176,SILVER,427.26,10.17,42,TARTE,True,17/09/1910 12:54,
744,Oliver,Wagner,38,M,69002,Owagner@orange.fr,33516906634,BASIC,898.68,17.97,50,BREAD,False,25/06/2018 15:44,
760,Chloé,Richard,64,F,69002,CHLOÉ_RICHARD@WEB.DE,33659130106,BASIC,756,20.43,37,,False,07/05/2021 14:56,
763,Ava,Bernard,32,F,69002,abernard@outlook.com,+6174596316096,SILVER,149.88,4.83,31,TARTE,True,25/03/2021 13:42,
771,James,Robert,25,F,69003,JAMES.ROBERT@YAHOO.COM,+636961924086,GOLD,1150397.55,160.22,4,,False,18/09/2020 13:51,
772,Charlotte,Scott,22,F,69003,cscott@yahoo.com,33866657426,BASIC,562.01,20.07,28,PASTRIES,False,22/08/2022 15:43,
785,Liam,Durand,48,F,69007,liamdurand@outlook.com,+390 (347)-894-7482,GOLD,704.61,176.15,4,PASTRIES,False,20/02/2022 14:27,
807,Harry,Moreau,45,M,69007,harry_moreau@free.fr,33605924316,GOLD,686.64,2378.5,41,,False,12/10/2021 15:47,
808,Henry,Adams,39,F,69006,Henry_adams@web.de,33242204360,GOLD,400.32,44.48,9,PASTRIES,False,02/09/2095 15:10,
815,Lukas,Johnson,61,M,69007,lukasjohnson@outlook.com,5(,GOLD,786.69,35.76,22,MACARON,False,02/06/2023 12:02,
816,Alexander,Martin,45,F,69003,alexander_martin@free.fr,33254485802,GOLD,279.27,27.93,10,,True,22/10/2022 15:19,
104,Ethan,Rodriguez,54,F,69001,ETHAN_RODRIGUEZ@YANDEX.COM,33118046627,BASIC,731.21,33.24,22,UNKNOWN,False,23/03/2033 15:50,17/07/2023 16:23
120,Lukas,Hall,66,M,69002,Lhall@protonmail.com,33682568671,SILVER,380.82,13.13,29,UNKNOWN,False,18/04/2021 15:08,13/06/2023 9:50
133,Emily,Walker,41,U,69001,Emilywalker@icloud.com,33114831632,BASIC,63.03,1.47,43,TO BE DETERMINED,False,21/03/2021 11:04,19/12/2023 12:44
141,Chloé,Durand,46,M,69003,CHLOÉ.DURAND@OUTLOOK.COM,+1071965596880,SILVER,342.51,12.23,28,TBD,False,11/04/2021 16:57,25/06/2019 12:44
163,Marie,Moreau,20,M,69001,Mmoreau@wanadoo.fr,+7354251155524,SILVER,614.36,12.54,49,TO BE DETERMINED,False,08/12/2021 14:42,23/09/2023 12:55
173,Isabella,Martin,45,M,69006,isabellam@protonmail.com,33280780652,SILVER,969533.35,49.1,11,TO BE DETERMINED,False,01/02/2022 9:43,11/08/2023 9:51
183,Ava,Walker,70,M,69007,ava.walker@laposte.net,+575 (574)-903-7313,GOLD,253777.1,5.89,24,TO BE DETERMINED,True,18/01/2008 12:13,11/05/1922 9:17
186,Finn,Jackson,19,U,69001,finn_jackson@hotmail.com,33995366086,BASIC,341.29,12.64,27,N/A,False,21/01/2014 10:16,27/11/2023 16:31
189,Harry,Petit,19,F,69002,HARRY_PETIT@GMX.DE,33420581639,SILVER,64.71,1.62,40,TO BE DETERMINED,False,17/04/2023 16:39,12/07/2023 10:16
204,Louis,Rodriguez,57,M,69006,lrodriguez@mail.com,33243588577,GOLD,432.04,1427.1,43,N/A,False,16/08/2021 14:11,05/11/2023 13:35
213,Emma,Moreau,45,M,69002,Emma.moreau@mail.com,33803339943,SILVER,181.88,549.54,47,TBD,True,08/11/2021 14:23,05/06/2023 16:44
238,Alexander,Clark,40,M,69006,Alexander_clark@hotmail.com,33281090633,BASIC,299.19,7.67,39,UNKNOWN,False,06/09/2023 13:30,23/10/2020 13:22
111,Harry,Hoffmann,48,F,69002,harry.hoffmann@laposte.net,33413173236,SILVER,920.32,61.35,15,TARTE,False,06/11/2022 14:52,06/09/2023 10:40
114,Charlotte,Adams,38,F,69007,charlottea@web.de,33551328360,BASIC,468.31,11.42,41,TARTE,False,30/09/1986 12:22,13/10/2023 13:02
130,Mason,Thompson,23,F,69006,MASONT@YANDEX.COM,+292 (422)-555-5366,GOLD,468.12,17.34,27,TARTE,False,14/09/2024 12:30,18/05/1929 15:22
142,Harper,Baker,45,M,69001,HARPER.BAKER@YANDEX.COM,33991903375,BASIC,134.98,5.4,25,TARTE,False,14/10/2023 15:26,07/10/2042 10:03
149,Hannah,Wagner,49,F,69001,Hannah.wagner@gmail.com,33428721077,BASIC,578.68,22.26,26,TARTE,False,06/08/2019 15:19,12/07/2023 10:21
150,Harry,Green,65,F,69002,Harrygreen@protonmail.com,33737394614,GOLD,131.69,2.99,44,TARTE,True,23/11/2022 15:55,23/03/2023 9:32
151,Henry,King,35,M,69003,HKING@GMX.DE,84,BASIC,481.66,14.6,33,TARTE,False,14/08/2001 12:37,26/09/2015 11:31
164,Oliver,Adams,60,F,69006,OLIVERA@FREE.FR,33682485084,SILVER,369.05,1218.36,43,TARTE,True,18/04/2021 10:29,07/07/1986 14:11
174,Emma,Müller,45,M,69001,emmam@gmx.de,33559163483,SILVER,216.29,10.3,21,TARTE,False,19/01/2021 11:08,09/12/2023 14:52
208,Mason,Weber,29,F,69007,MASON_WEBER@ORANGE.FR,33127776729,GOLD,748.58,46.79,16,TARTE,True,03/07/2016 12:12,25/07/2016 13:23
244,Hugo,Moore,67,M,69006,Hmoore@gmail.com,33111424221,GOLD,294.29,32.7,9,TARTE,False,23/10/2081 13:50,16/06/2023 11:06
246,William,Thomas,45,M,69002,WTHOMAS@HOTMAIL.COM,33608681398,BASIC,347.21,9.38,37,TARTE,True,02/01/2022 9:32,09/02/2032 12:58
264,Finn,Adams,28,M,69007,fadams@icloud.com,33284045979,SILVER,807.01,201.75,4,TARTE,True,25/12/2022 16:18,04/01/2010 10:53
265,Chloe,Richard,61,F,69003,Chloe_richard@icloud.com,33315562454,GOLD,945.07,27.8,34,TARTE,True,02/01/2022 15:16,03/05/2023 10:18
297,Chloé,Simon,24,M,69007,CHLOÉSIMON@FREE.FR,33727424448,SILVER,934.52,54.97,17,TARTE,False,24/08/2022 14:53,17/11/2023 12:34
300,Ava,Green,43,M,69001,Agreen@orange.fr,33213582504,GOLD,528.72,13.56,39,TARTE,True,11/09/2029 11:27,19/12/2027 10:34
316,Alexander,Garcia,41,M,69007,ALEXANDERG@ORANGE.FR,33847137675,GOLD,551.24,27.56,20,TARTE,False,21/02/2021 14:08,27/12/2023 13:29
338,Ethan,Clark,30,F,69006,Ethanc@outlook.com,+964 (725)-318-2612,GOLD,569.63,21.91,26,TARTE,True,04/07/2027 15:20,15/03/1931 16:43
339,Ava,Petit,30,M,69006,AVA_PETIT@FREE.FR,33482525065,SILVER,782.26,782.26,1,TARTE,False,15/10/2026 10:21,20/06/2023 9:39
341,Mia,Durand,68,F,69001,MIADURAND@GMAIL.COM,33918744953,BASIC,613.24,38.33,16,TARTE,True,21/08/2021 10:15,04/01/2023 14:01
342,Finn,Baker,60,U,69001,FINN.BAKER@WANADOO.FR,33232223222,BASIC,333.89,10.12,33,TARTE,True,22/04/2031 12:16,06/03/2023 15:32
344,Hannah,Moore,23,M,69002,Hannah_moore@yahoo.com,33901027772,BASIC,396.53,39.65,10,TARTE,False,27/02/2023 12:13,03/06/2023 14:39
352,Amelia,Smith,24,F,69001,amelia_smith@laposte.net,33984647995,GOLD,877.47,18.67,47,TARTE,False,14/11/2021 11:15,10/03/1934 12:42
356,Thomas,Schmidt,65,M,69003,THOMASS@WEB.DE,33784616395,SILVER,559.03,18.63,30,TARTE,True,27/06/2022 15:29,19/03/2023 16:10
366,Noah,Garcia,24,F,69006,NOAH.GARCIA@LAPOSTE.NET,33738820642,BASIC,876.68,33.72,26,TARTE,False,27/03/2028 10:54,14/08/2023 9:11
373,Sophie,Martin,45,M,69007,sophiem@protonmail.com,33448621658,BASIC,228.57,6.01,38,TARTE,False,25/10/2021 14:48,21/03/1994 11:52
377,Ethan,Scott,52,F,69007,Escott@yandex.com,33492236814,SILVER,1187895.1,38.93,17,TARTE,False,01/05/2014 10:53,18/07/2094 12:45
390,Emma,Wilson,59,F,69002,Emmaw@orange.fr,+2515644243491,GOLD,314.43,15.72,20,TARTE,True,22/10/2013 11:00,29/08/2014 13:48
398,Oliver,Taylor,29,M,69002,OLIVERT@YANDEX.COM,33345474886,BASIC,728.28,17.76,41,TARTE,False,08/03/2016 12:52,08/11/2023 14:35
424,Henry,Müller,54,F,69003,HENRY.MÜLLER@GMAIL.COM,33234873653,BASIC,743.39,371.69,2,TARTE,True,21/12/2021 16:18,18/04/2023 11:22
435,Lucas,Brown,59,U,69007,lucas_brown@yahoo.com,8,GOLD,71.41,35.7,2,TARTE,True,06/08/2022 10:29,16/04/2023 16:12
458,Mia,Weber,31,M,69001,Miaw@hotmail.com,+1661759166293,SILVER,203.11,823.6,35,TARTE,True,27/08/2030 12:50,02/01/2023 14:09
479,Liam,Martinez,59,M,69006,liam_martinez@outlook.com,33854252854,BASIC,518.39,11.78,44,TARTE,True,08/03/2007 14:13,19/03/2023 14:08
482,Jack,Lewis,38,F,69003,jack_lewis@outlook.com,33297386700,BASIC,116.59,3.24,36,TARTE,False,04/05/1926 10:47,21/09/2023 10:31
495,Ava,Wright,45,F,69003,AVAW@GMX.DE,33711602506,GOLD,532.55,19.72,27,TARTE,False,24/08/2023 15:36,17/11/2023 10:49
496,Amélie,Thomas,22,M,69001,Améliet@gmx.de,33363473905,SILVER,737.33,43.37,17,TARTE,False,27/01/2022 11:20,28/01/2031 11:25
503,James,Robinson,70,F,69006,jamesrobinson@yandex.com,33702997644,GOLD,281.56,56.31,5,TARTE,False,23/01/2004 15:51,11/12/2015 14:39
510,Lukas,Miller,51,U,69001,lukasm@hotmail.com,33750260138,GOLD,502.05,14.34,35,TARTE,False,24/05/2021 12:58,15/12/2023 10:03
511,Alexander,Hoffmann,32,F,69007,ahoffmann@web.de,33648867108,SILVER,280.46,10.79,26,TARTE,True,26/06/2082 15:53,30/04/2043 14:09
519,William,Anderson,86,M,69007,williama@wanadoo.fr,33578281560,BASIC,142.44,4.91,29,TARTE,False,09/10/2022 13:09,17/11/2023 16:45
525,Emma,Schneider,45,U,69007,EMMASCHNEIDER@WEB.DE,+7053163960117,BASIC,963.71,35.69,27,TARTE,True,12/12/2021 16:57,14/11/1914 12:59
534,Ava,Laurent,44,F,69006,ava.laurent@gmx.de,33793781573,SILVER,566.01,22.64,25,TARTE,True,13/05/2026 9:31,24/05/2023 9:42
537,Finn,Young,60,M,69003,finn.young@gmx.de,33849436461,GOLD,749.79,2314.6,46,TARTE,False,15/04/2021 16:19,24/03/2023 11:35
549,Lukas,Wagner,52,M,69007,Lwagner@orange.fr,33754609716,BASIC,503.6,29.62,17,TARTE,False,10/09/1938 10:51,13/12/2023 11:13
561,Noah,Hoffmann,43,F,69003,NHOFFMANN@WEB.DE,33698042561,BASIC,1157236.5,6103.16,15,TARTE,True,15/02/2027 10:36,29/03/1921 9:24
567,Olivia,Meyer,67,U,69003,olivia_meyer@yahoo.com,33553897916,BASIC,156.11,12.01,13,TARTE,True,27/12/2023 16:55,27/05/2023 14:20
572,Ethan,Johnson,61,M,69001,Ethanjohnson@yandex.com,27557,SILVER,752.3,30.09,25,TARTE,True,28/08/2022 9:43,26/02/2023 10:46
577,Chloe,Scott,35,M,69007,CHLOE.SCOTT@WEB.DE,33408673535,BASIC,907.31,20.16,45,TARTE,False,18/09/2023 12:10,14/01/2027 10:46
582,Charlotte,Lewis,45,U,69007,CHARLOTTE_LEWIS@GMAIL.COM,0,BASIC,527.05,47.91,11,TARTE,True,12/10/2023 16:36,27/10/1974 12:01
585,Amelia,Jackson,57,F,69003,Amelia_jackson@outlook.com,33516809301,SILVER,863.05,18.36,47,TARTE,True,17/10/1948 12:48,24/02/2023 14:15
602,Emma,Robinson,45,F,69001,Emmar@web.de,0,GOLD,402.88,8.06,50,TARTE,True,12/10/2030 12:05,12/05/2023 10:13
614,Finn,Richard,33,F,69006,Frichard@free.fr,0,GOLD,841.37,16.83,50,TARTE,False,15/09/2022 11:52,08/12/2023 13:48
629,Marie,Fischer,31,F,69002,MFISCHER@YANDEX.COM,33172141524,GOLD,163.4,163.4,1,TARTE,False,04/04/2023 14:40,22/01/2023 10:59
631,Louis,Walker,42,F,69003,LWALKER@FREE.FR,0,GOLD,518.56,2230.82,33,TARTE,False,02/03/2025 11:00,05/03/2023 12:26
642,Sophia,Moore,35,M,69002,SOPHIA_MOORE@ICLOUD.COM,0,SILVER,789.88,87.76,9,TARTE,False,05/11/2022 13:20,22/03/2042 9:45
654,Hannah,Schmidt,44,M,69007,hannahs@yandex.com,33447949090,SILVER,630.36,63.04,10,TARTE,False,25/02/2013 16:12,11/11/2023 11:27
659,Paul,Hoffmann,69,F,69002,Paulhoffmann@hotmail.com,+990 (557)-663-4219,SILVER,580.22,14.51,40,TARTE,False,30/01/2032 15:19,02/06/2030 11:52
665,Thomas,Bernard,49,F,69001,THOMAS_BERNARD@GMAIL.COM,33677997814,BASIC,428.73,11.28,38,TARTE,False,16/04/2021 14:04,12/02/2026 10:11
668,Oliver,White,55,F,69001,oliverw@wanadoo.fr,33650377311,BASIC,69.73,13.95,5,TARTE,True,20/01/2021 9:12,12/02/2023 11:27
